WOJEWÓDZTWO OPOLSKIE;;;;
Powiat brzeski;;;;
Gmina miejska:;;;;
Gmina miejska:;;;;
Stalowa Wola;181801 1;;;
Gminy:;;;;
Bojanów;181802 2;;;
Pysznica;181803 2;;;
Radomyœl nad Sanem;181804 2;;;
Zaklików;181805 2;kod wygas³ 31.12.2013;;
Zaklików;181805 3;obowi¹zuje od 01.01.2014;;
Zaklików – miasto;181805 4;obowi¹zuje od 01.01.2014;;
Zaklików – obszar wiejski;181805 5;obowi¹zuje od 01.01.2014;;
Zaleszany;181806 2;;;
Powiat strzy¿owski;;;;
Gminy:;;;;
Czudec;181901 2;;;
Frysztak;181902 2;;;
Niebylec;181903 2;;;
Strzy¿ów;181904 3;;;
Strzy¿ów – miasto;181904 4;;;
Strzy¿ów – obszar wiejski;181904 5;;;
Wiœniowa;181905 2;;;
Powiat tarnobrzeski;;;;
Gminy:;;;;
Baranów Sandomierski;182001 3;;;
Baranów Sandomierski – miasto;182001 4;;;
Baranów Sandomierski – obszar wiejski;182001 5;;;
Gorzyce;182002 2;;;
Grêbów;182003 2;;;
Nowa Dêba;182004 3;;;
Nowa Dêba – miasto;182004 4;;;
Nowa Dêba – obszar wiejski;182004 5;;;
Miasta na prawach powiatu:;;;;
Powiat m. Krosno;;;;
M. Krosno;186101 1;;;
Powiat m. Przemyœl;;;;
M. Przemyœl;186201 1;;;
Powiat m. Rzeszów;;;;
M. Rzeszów;186301 1;;;
Powiat m. Tarnobrzeg;;;;
M. Tarnobrzeg;186401 1;;;
WOJEWÓDZTWO PODLASKIE;;;;
Powiat augustowski;;;;
Gmina miejska:;;;;
Augustów;200101 1;;;
Gminy:;;;;
Augustów;200102 2;;;
Barg³ów Koœcielny;200103 2;;;
Lipsk;200104 3;;;
Lipsk – miasto;200104 4;;;
Lipsk – obszar wiejski;200104 5;;;
Nowinka;200105 2;;;
P³aska;200106 2;;;
Sztabin;200107 2;;;
Powiat bia³ostocki;;;;
Gminy:;;;;
Choroszcz;200201 3;;;
Choroszcz – miasto;200201 4;;;
Choroszcz – obszar wiejski;200201 5;;;
Czarna Bia³ostocka;200202 3;;;
Czarna Bia³ostocka – miasto;200202 4;;;
Czarna Bia³ostocka – obszar wiejski;200202 5;;;
Dobrzyniewo Du¿e;200203 2;;;
Gródek;200204 2;;;
Juchnowiec Koœcielny;200205 2;;;
£apy;200206 3;;;
£apy – miasto;200206 4;;;
£apy – obszar wiejski;200206 5;;;
Micha³owo;200207 3;;;
Micha³owo – miasto;200207 4;;;
Micha³owo – obszar wiejski;200207 5;;;
Poœwiêtne;200208 2;;;
Supraœl;200209 3;;;
Supraœl – miasto;200209 4;;;
Supraœl – obszar wiejski;200209 5;;;
Sura¿;200210 3;;;
Sura¿ – miasto;200210 4;;;
Sura¿ – obszar wiejski;200210 5;;;
Turoœñ Koœcielna;200211 2;;;
Tykocin;200212 3;;;
Tykocin – miasto;200212 4;;;
Tykocin – obszar wiejski;200212 5;;;
Wasilków;200213 3;;;
Wasilków – miasto;200213 4;;;
Wasilków – obszar wiejski;200213 5;;;
Zab³udów;200214 3;;;
Zab³udów – miasto;200214 4;;;
Zab³udów – obszar wiejski;200214 5;;;
Zawady;200215 2;;;
Powiat bielski;;;;
Gminy miejskie:;;;;
Bielsk Podlaski;200301 1;;;
Brañsk;200302 1;;;
Gminy:;;;;
Bielsk Podlaski;200303 2;;;
Boæki;200304 2;;;
Brañsk;200305 2;;;
Orla;200306 2;;;
Rudka;200307 2;;;
Wyszki;200308 2;;;
Powiat grajewski;;;;
Gmina miejska:;;;;
Grajewo;200401 1;;;
Gminy:;;;;
Grajewo;200402 2;;;
Radzi³ów;200403 2;;;
Rajgród;200404 3;;;
Rajgród – miasto;200404 4;;;
Rajgród – obszar wiejski;200404 5;;;
Szczuczyn;200405 3;;;
Szczuczyn – miasto;200405 4;;;
Szczuczyn – obszar wiejski;200405 5;;;
W¹sosz;200406 2;;;
Powiat hajnowski;;;;
Gmina miejska:;;;;
Hajnówka;200501 1;;;
Gminy:;;;;
Bia³owie¿a;200502 2;;;
Czeremcha;200503 2;;;
Czy¿e;200504 2;;;
Dubicze Cerkiewne;200505 2;;;
Hajnówka;200506 2;;;
Kleszczele;200507 3;;;
Kleszczele – miasto;200507 4;;;
Kleszczele – obszar wiejski;200507 5;;;
Narew;200508 2;;;
Narewka;200509 2;;;
Powiat kolneñski;;;;
Gmina miejska:;;;;
Kolno;200601 1;;;
Gminy:;;;;
Grabowo;200602 2;;;
Kolno;200603 2;;;
Ma³y P³ock;200604 2;;;
Stawiski;200605 3;;;
Stawiski – miasto;200605 4;;;
Stawiski – obszar wiejski;200605 5;;;
Turoœl;200606 2;;;
Powiat ³om¿yñski;;;;
Gminy:;;;;
Jedwabne;200701 3;;;
Jedwabne – miasto;200701 4;;;
Jedwabne – obszar wiejski;200701 5;;;
£om¿a;200702 2;;;
Miastkowo;200703 2;;;
Nowogród;200704 3;;;
Nowogród – miasto;200704 4;;;
Nowogród – obszar wiejski;200704 5;;;
Pi¹tnica;200705 2;;;
Przytu³y;200706 2;;;
Œniadowo;200707 2;;;
Wizna;200708 2;;;
Zbójna;200709 2;;;
Powiat moniecki;;;;
Gminy:;;;;
Goni¹dz;200801 3;;;
Goni¹dz – miasto;200801 4;;;
Goni¹dz – obszar wiejski;200801 5;;;
Jasionówka;200802 2;;;
Jaœwi³y;200803 2;;;
Knyszyn;200804 3;;;
Knyszyn – miasto;200804 4;;;
Knyszyn – obszar wiejski;200804 5;;;
Krypno;200805 2;;;
Moñki;200806 3;;;
Moñki – miasto;200806 4;;;
Moñki – obszar wiejski;200806 5;;;
Trzcianne;200807 2;;;
Powiat sejneñski;;;;
Gmina miejska:;;;;
Sejny;200901 1;;;
Gminy:;;;;
Giby;200902 2;;;
Krasnopol;200903 2;;;
Puñsk;200904 2;;;
Sejny;200905 2;;;
Powiat siemiatycki;;;;
Gmina miejska:;;;;
Siemiatycze;201001 1;;;
Gminy:;;;;
Drohiczyn;201002 3;;;
Drohiczyn – miasto;201002 4;;;
Drohiczyn – obszar wiejski;201002 5;;;
Dziadkowice;201003 2;;;
Grodzisk;201004 2;;;
Mielnik;201005 2;;;
Milejczyce;201006 2;;;
Nurzec-Stacja;201007 2;;;
Perlejewo;201008 2;;;
Siemiatycze;201009 2;;;
Powiat sokólski;;;;
Gminy:;;;;
D¹browa Bia³ostocka;201101 3;;;
D¹browa Bia³ostocka – miasto;201101 4;;;
D¹browa Bia³ostocka – obszar wiejski;201101 5;;;
Janów;201102 2;;;
Korycin;201103 2;;;
Krynki;201104 3;;;
Krynki – miasto;201104 4;;;
Krynki – obszar wiejski;201104 5;;;
KuŸnica;201105 2;;;
Nowy Dwór;201106 2;;;
Sidra;201107 2;;;
Sokó³ka;201108 3;;;
Sokó³ka – miasto;201108 4;;;
Sokó³ka – obszar wiejski;201108 5;;;
Suchowola;201109 3;;;
Suchowola – miasto;201109 4;;;
Suchowola – obszar wiejski;201109 5;;;
Szudzia³owo;201110 2;;;
Powiat suwalski;;;;
Gminy:;;;;
Baka³arzewo;201201 2;;;
Filipów;201202 2;;;
Jeleniewo;201203 2;;;
Przeroœl;201204 2;;;
Raczki;201205 2;;;
Rutka-Tartak;201206 2;;;
Suwa³ki;201207 2;;;
Szypliszki;201208 2;;;
Wi¿ajny;201209 2;;;
Powiat wysokomazowiecki;;;;
Gmina miejska:;;;;
Wysokie Mazowieckie;201301 1;;;
Gminy:;;;;
Ciechanowiec;201302 3;;;
Ciechanowiec – miasto;201302 4;;;
Ciechanowiec – obszar wiejski;201302 5;;;
Czy¿ew;201303 3;;;
Czy¿ew – miasto;201303 4;;;
Czy¿ew – obszar wiejski;201303 5;;;
Klukowo;201304 2;;;
Kobylin-Borzymy;201305 2;;;
Kulesze Koœcielne;201306 2;;;
Nowe Piekuty;201307 2;;;
Soko³y;201308 2;;;
Szepietowo;201309 3;;;
Szepietowo – miasto;201309 4;;;
Szepietowo – obszar wiejski;201309 5;;;
Wysokie Mazowieckie;201310 2;;;
Powiat zambrowski;;;;
Gmina miejska:;;;;
Zambrów;201401 1;;;
Gminy:;;;;
Ko³aki Koœcielne;201402 2;;;
Rutki;201403 2;;;
Szumowo;201404 2;;;
Zambrów;201405 2;;;
Miasta na prawach powiatu:;;;;
Powiat m. Bia³ystok;;;;
M. Bia³ystok;206101 1;;;
Powiat m. £om¿a;;;;
M. £om¿a;206201 1;;;
Powiat m. Suwa³ki;;;;
M. Suwa³ki;206301 1;;;
WOJEWÓDZTWO POMORSKIE;;;;
Powiat bytowski;;;;
Gminy:;;;;
Borzytuchom;220101 2;;;
Bytów;220102 3;;;
Bytów – miasto;220102 4;;;
Bytów – obszar wiejski;220102 5;;;
Czarna D¹brówka;220103 2;;;
Ko³czyg³owy;220104 2;;;
Lipnica;220105 2;;;
Miastko;220106 3;;;
Miastko – miasto;220106 4;;;
Miastko – obszar wiejski;220106 5;;;
Parchowo;220107 2;;;
Studzienice;220108 2;;;
Trzebielino;220109 2;;;
Tuchomie;220110 2;;;
Powiat chojnicki;;;;
Gmina miejska:;;;;
Chojnice;220201 1;;;
Gminy:;;;;
Brusy;220202 3;;;
Brusy – miasto;220202 4;;;
Brusy – obszar wiejski;220202 5;;;
Chojnice;220203 2;;;
Czersk;220204 3;;;
Czersk – miasto;220204 4;;;
Czersk – obszar wiejski;220204 5;;;
Konarzyny;220205 2;;;
Powiat cz³uchowski;;;;
Gmina miejska:;;;;
Cz³uchów;220301 1;;;
Gminy:;;;;
Czarne;220302 3;;;
Czarne – miasto;220302 4;;;
Czarne – obszar wiejski;220302 5;;;
Cz³uchów;220303 2;;;
Debrzno;220304 3;;;
Debrzno – miasto;220304 4;;;
Debrzno – obszar wiejski;220304 5;;;
Kocza³a;220305 2;;;
Przechlewo;220306 2;;;
Rzeczenica;220307 2;;;
Powiat gdañski;;;;
Gmina miejska:;;;;
Pruszcz Gdañski;220401 1;;;
Gminy:;;;;
Cedry Wielkie;220402 2;;;
Kolbudy;220403 2;;;
Pruszcz Gdañski;220404 2;;;
Przywidz;220405 2;;;
Pszczó³ki;220406 2;;;
Suchy D¹b;220407 2;;;
Tr¹bki Wielkie;220408 2;;;
Powiat kartuski;;;;
Gminy:;;;;
Chmielno;220501 2;;;
Kartuzy;220502 3;;;
Kartuzy – miasto;220502 4;;;
Kartuzy – obszar wiejski;220502 5;;;
Przodkowo;220503 2;;;
Sierakowice;220504 2;;;
Somonino;220505 2;;;
Stê¿yca;220506 2;;;
Sulêczyno;220507 2;;;
¯ukowo;220508 3;;;
¯ukowo – miasto;220508 4;;;
¯ukowo – obszar wiejski;220508 5;;;
Powiat koœcierski;;;;
Gmina miejska:;;;;
Koœcierzyna;220601 1;;;
Gminy:;;;;
Dziemiany;220602 2;;;
Karsin;220603 2;;;
Koœcierzyna;220604 2;;;
Liniewo;220605 2;;;
Lipusz;220606 2;;;
Nowa Karczma;220607 2;;;
Stara Kiszewa;220608 2;;;
Powiat kwidzyñski;;;;
Gmina miejska:;;;;
Kwidzyn;220701 1;;;
Gminy:;;;;
Gardeja;220702 2;;;
Kwidzyn;220703 2;;;
Prabuty;220704 3;;;
Prabuty – miasto;220704 4;;;
Prabuty – obszar wiejski;220704 5;;;
Ryjewo;220705 2;;;
Sadlinki;220706 2;;;
Powiat lêborski;;;;
Gminy miejskie:;;;;
Lêbork;220801 1;;;
£eba;220802 1;;;
Gminy:;;;;
Cewice;220803 2;;;
Nowa Wieœ Lêborska;220804 2;;;
Wicko;220805 2;;;
Powiat malborski;;;;
Gmina miejska:;;;;
Malbork;220901 1;;;
Gminy:;;;;
Lichnowy;220903 2;;;
Malbork;220904 2;;;
Mi³oradz;220906 2;;;
Nowy Staw;220907 3;;;
Nowy Staw – miasto;220907 4;;;
Nowy Staw – obszar wiejski;220907 5;;;
Stare Pole;220908 2;;;
Powiat nowodworski;;;;
Gmina miejska:;;;;
Krynica Morska;221001 1;;;
Gminy:;;;;
Nowy Dwór Gdañski;221002 3;;;
Nowy Dwór Gdañski – miasto;221002 4;;;
Nowy Dwór Gdañski – obszar wiejski;221002 5;;;
Ostaszewo;221003 2;;;
Stegna;221004 2;;;
Sztutowo;221005 2;;;
Powiat pucki;;;;
Gminy miejskie:;;;;
Hel;221101 1;;;
Jastarnia;221102 1;kod wygas³ 31.12.2016;;
Puck;221103 1;;;
W³adys³awowo;221104 1;kod wygas³ 31.12.2014;;
Gminy:;;;;
Jastarnia;221102 3;obowi¹zuje od 01.01.2017;;
Jastarnia – miasto;221102 4;obowi¹zuje od 01.01.2017;;
Jastarnia – obszar wiejski;221102 5;obowi¹zuje od 01.01.2017;;
Kosakowo;221105 2;;;
Krokowa;221106 2;;;
Puck;221107 2;;;
W³adys³awowo;221104 3;obowi¹zuje od 01.01.2015;;
W³adys³awowo – miasto;221104 4;obowi¹zuje od 01.01.2015;;
W³adys³awowo – obszar wiejski;221104 5;obowi¹zuje od 01.01.2015;;
Powiat s³upski;;;;
Gmina miejska:;;;;
Ustka;221201 1;;;
Gminy:;;;;
Damnica;221202 2;;;
Dêbnica Kaszubska;221203 2;;;
G³ówczyce;221204 2;;;
Kêpice;221205 3;;;
Kêpice – miasto;221205 4;;;
Kêpice – obszar wiejski;221205 5;;;
Kobylnica;221206 2;;;
Potêgowo;221207 2;;;
S³upsk;221208 2;;;
Smo³dzino;221209 2;;;
Ustka;221210 2;;;
Powiat starogardzki;;;;
Gminy miejskie:;;;;
Czarna Woda;221301 1;kod wygas³ 31.12.2013;;
Skórcz;221302 1;;;
